bin, Red Channel, Green Channel, Blue Channel
0,75,0,75
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,1,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,1,0
32,0,0,0
33,0,0,0
34,0,1,0
35,0,0,0
36,0,1,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,1,0
41,0,2,0
42,0,0,0
43,0,3,0
44,0,2,0
45,0,2,0
46,0,1,0
47,0,3,0
48,0,2,0
49,0,6,0
50,0,3,0
51,0,6,0
52,0,10,0
53,0,9,0
54,0,8,0
55,0,12,0
56,0,15,0
57,0,13,0
58,0,12,0
59,0,23,0
60,0,21,0
61,0,17,0
62,0,26,0
63,0,27,0
64,0,31,0
65,0,31,0
66,0,36,0
67,0,30,0
68,0,41,0
69,0,41,0
70,0,48,0
71,0,43,0
72,0,51,0
73,0,52,0
74,0,60,0
75,0,65,0
76,0,85,0
77,0,62,0
78,0,86,0
79,0,75,0
80,0,88,0
81,0,102,0
82,0,103,0
83,0,87,0
84,0,81,0
85,0,76,0
86,0,84,0
87,0,84,0
88,0,89,0
89,0,102,0
90,0,90,0
91,0,92,0
92,0,79,0
93,0,76,0
94,0,65,0
95,0,67,0
96,0,68,0
97,0,66,0
98,0,66,0
99,0,53,0
100,0,74,0
101,0,60,0
102,0,54,0
103,0,42,0
104,0,49,0
105,0,50,0
106,0,40,0
107,0,39,0
108,0,34,0
109,0,28,0
110,0,21,0
111,0,23,0
112,0,16,0
113,0,17,0
114,0,8,0
115,0,6,0
116,0,11,0
117,0,5,0
118,0,8,0
119,0,5,0
120,0,3,0
121,0,5,0
122,1,4,0
123,2,2,0
124,2,1,0
125,0,1,0
126,0,0,0
127,2,0,0
128,2,0,0
129,0,0,0
130,2,0,0
131,4,0,0
132,5,0,0
133,7,0,0
134,10,0,0
135,10,0,0
136,5,0,0
137,8,0,0
138,13,0,0
139,14,0,0
140,12,0,0
141,20,0,0
142,17,0,1
143,20,0,0
144,28,0,1
145,32,0,2
146,28,0,4
147,36,0,0
148,34,0,1
149,45,0,4
150,50,0,2
151,59,0,5
152,54,0,3
153,68,0,4
154,90,0,1
155,88,0,4
156,82,0,8
157,93,0,4
158,97,0,4
159,133,0,4
160,105,0,7
161,123,0,5
162,96,0,9
163,122,0,10
164,104,0,20
165,110,0,7
166,112,0,19
167,109,0,22
168,79,0,30
169,82,0,28
170,100,0,33
171,97,0,44
172,90,0,33
173,96,0,29
174,82,0,41
175,57,0,54
176,67,0,72
177,50,0,82
178,59,0,81
179,53,0,73
180,42,0,101
181,57,0,106
182,38,0,99
183,22,0,108
184,30,0,108
185,28,0,126
186,15,0,106
187,16,0,125
188,20,0,115
189,10,0,115
190,9,0,126
191,10,0,104
192,6,0,101
193,7,0,103
194,2,0,103
195,4,0,112
196,1,0,103
197,0,0,93
198,2,0,68
199,3,0,82
200,0,0,59
201,0,0,59
202,0,0,47
203,1,0,43
204,0,0,51
205,0,0,33
206,0,0,23
207,0,0,19
208,0,0,19
209,0,0,18
210,0,0,15
211,0,0,7
212,0,0,7
213,0,0,9
214,0,0,7
215,0,0,6
216,0,0,4
217,0,0,1
218,0,0,4
219,0,0,1
220,0,0,0
221,0,0,0
222,0,0,1
223,0,0,1
224,0,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,0
230,0,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,75,0
